faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Target
4,402.0,325,0.16279,3712.3,4547.0,9.3804,27.207,42.028,2706.6,74.38,120.41,0.35603,79.987,50.24,2635.4,25.875,49.627,3101.2,22.582,65.751,235.0,343.04,94.447,77.701,32.189,8.9933,26.347,6.7687,18.7,1.6182,33.425,13.762,23.613,1.2106,18.771,2.2862,4.8677,2.2432,0.030587,0.8252,0.08766,53.318,42.237,64.884,54.577,16.194,62.342,22.635,41.592,38.807,45.671,48.08,45.983,18.938,1
4,402.0,326,0.16148,3722.3,4541.9,9.323,27.032,42.197,2702.8,74.653,120.42,0.35148,79.92,47.991,2630.1,26.767,50.752,3101.0,23.806,65.778,231.99,342.32,94.445,77.077,32.189,8.9933,26.347,6.7687,18.7,1.6182,33.425,13.762,23.613,1.2106,18.771,2.2862,4.8677,2.2432,0.0038781,0.82132,0.1121,53.501,44.089,64.713,54.639,16.323,59.677,22.035,42.147,32.188,48.274,48.298,45.994,16.078,1
4,402.0,327,0.24306,3712.8,4556.3,9.2991,26.674,42.442,2702.4,74.25,120.42,0.3354,79.998,50.398,2630.6,25.609,51.955,3098.7,22.788,65.778,234.59,342.03,94.388,77.195,32.479,8.8135,26.286,6.989,18.771,1.664,33.216,13.755,23.778,1.1287,18.127,2.2538,4.6687,2.2412,0.0038781,0.82132,0.1121,53.501,44.089,63.549,53.506,23.625,60.84,21.956,38.655,39.271,51.059,47.959,45.306,18.492,1
4,402.0,328,0.24211,3678.1,4492.3,9.3183,26.919,42.266,2703.9,75.026,120.42,0.32957,80.297,50.483,2633.0,26.571,48.66,3102.1,23.022,65.84,233.07,341.75,94.484,77.571,32.479,8.8135,26.286,6.989,18.771,1.664,33.216,13.755,23.778,1.1287,18.127,2.2538,4.6687,2.2412,0.0038781,0.82132,0.1121,53.501,44.089,64.147,54.273,23.719,61.372,21.895,39.365,39.521,43.432,47.982,45.372,17.891,1
4,402.0,329,0.21018,3683.2,4530.4,9.408,26.962,42.102,2705.7,75.264,120.42,0.32889,80.594,49.248,2634.9,26.475,48.517,3102.5,23.201,65.888,230.95,341.09,94.432,77.715,32.312,8.8309,26.448,6.7133,18.611,1.6291,33.52,13.819,23.628,1.1907,18.506,2.2446,4.7639,2.2672,0.0038781,0.82132,0.1121,53.501,44.089,62.13,53.651,21.039,60.982,22.388,39.148,35.888,43.102,48.053,45.692,17.423,1
4,402.0,330,0.21163,3663.4,4507.4,9.3724,26.779,42.016,2703.1,76.025,120.36,0.33146,80.339,49.91,2631.6,24.785,50.5,3100.6,22.477,65.966,230.94,341.34,94.701,77.139,32.312,8.8309,26.448,6.7133,18.611,1.6291,33.52,13.819,23.628,1.1907,18.506,2.2446,4.7639,2.2672,0.0038781,0.82132,0.1121,53.501,44.089,62.469,53.925,20.897,60.104,22.206,38.834,37.836,47.692,47.935,44.186,19.176,1
4,402.0,331,0.227,3695.8,4542.6,9.3817,26.958,42.277,2701.0,74.194,120.41,0.3373,80.029,49.233,2628.5,25.378,48.479,3099.7,23.595,65.942,230.87,340.64,94.566,76.835,31.768,8.8372,25.809,7.1318,18.805,1.6516,33.246,13.763,23.722,1.4694,18.693,2.3239,4.896,2.2742,0.0030349,0.80543,0.10447,53.49,44.027,64.36,53.912,22.131,59.885,21.656,39.796,35.842,43.013,47.705,45.739,16.563,1
4,402.0,332,0.22733,3722.0,4513.2,9.3422,26.967,42.468,2699.1,75.4,120.38,0.33567,79.87,51.469,2627.4,24.048,52.072,3096.6,23.465,65.844,231.27,341.23,94.601,77.109,31.768,8.8372,25.809,7.1318,18.805,1.6516,33.246,13.763,23.722,1.4694,18.693,2.3239,4.896,2.2742,0.0030349,0.80543,0.10447,53.49,44.027,63.909,54.264,22.099,60.257,21.978,39.995,42.422,51.33,47.509,44.41,16.878,1
4,402.0,333,0.28108,3587.6,4510.0,9.3539,26.979,42.285,2702.1,75.436,120.4,0.329,80.21,49.593,2631.4,23.403,49.902,3098.1,22.797,65.764,229.9,341.17,94.589,77.673,31.834,8.8338,26.326,6.9635,18.728,1.684,33.026,13.874,23.508,1.0794,18.707,2.242,4.8731,2.3268,0.0030349,0.80543,0.10447,53.49,44.027,62.513,53.836,27.47,60.37,22.326,39.241,36.901,46.307,47.471,45.359,18.42,1
4,402.0,334,0.27961,3602.7,4522.6,9.4202,26.984,42.192,2704.0,74.654,120.37,0.33177,80.318,48.488,2633.4,23.496,50.397,3100.1,22.978,65.83,229.88,340.84,94.699,77.536,31.834,8.8338,26.326,6.9635,18.728,1.684,33.026,13.874,23.508,1.0794,18.707,2.242,4.8731,2.3268,0.0030349,0.80543,0.10447,53.49,44.027,62.253,53.685,27.615,59.941,22.287,38.904,33.651,47.452,47.309,44.231,17.985,1
4,402.0,335,0.27886,3657.0,4491.7,9.3003,26.948,42.652,2705.2,75.416,120.38,0.34483,80.225,51.499,2633.0,25.443,49.396,3101.9,22.142,65.829,228.57,341.69,94.825,77.444,32.511,9.0813,26.271,6.9717,18.825,1.6623,32.819,13.916,24.084,1.2931,18.679,2.2297,4.8289,2.2529,0.0030349,0.80543,0.10447,53.49,44.027,62.638,54.248,27.219,60.672,22.145,40.291,42.51,45.137,47.261,44.403,19.975,1
4,402.0,336,0.27748,3613.9,4544.4,9.3046,26.946,42.32,2705.6,75.283,120.42,0.34009,80.171,51.082,2634.9,24.775,51.188,3103.5,23.379,65.77,229.02,341.43,94.518,77.421,32.511,9.0813,26.271,6.9717,18.825,1.6623,32.819,13.916,24.084,1.2931,18.679,2.2297,4.8289,2.2529,0.021445,0.81642,0.080691,53.593,43.745,63.38,53.617,27.354,60.159,22.286,40.869,41.285,49.283,46.615,45.02,17.048,1
4,402.0,337,0.21068,3653.1,4476.6,9.3829,27.059,42.222,2706.0,75.276,120.37,0.3448,80.18,49.197,2634.6,24.14,50.684,3101.2,23.104,65.726,227.58,341.53,94.718,77.59,32.435,9.021,25.776,6.7898,18.457,1.6338,33.132,13.873,24.351,1.1256,18.981,2.2673,4.8842,2.3517,0.021445,0.81642,0.080691,53.593,43.745,62.552,54.19,21.08,61.932,22.628,41.512,35.737,48.118,46.39,44.584,17.682,1
4,402.0,338,0.21281,3645.0,4492.0,9.4322,26.951,42.392,2706.2,75.221,120.41,0.3486,80.298,50.212,2634.5,26.001,50.213,3103.0,23.771,65.702,224.08,341.19,94.644,77.459,32.435,9.021,25.776,6.7898,18.457,1.6338,33.132,13.873,24.351,1.1256,18.981,2.2673,4.8842,2.3517,0.021445,0.81642,0.080691,53.593,43.745,62.693,54.004,20.87,59.964,22.134,41.047,38.724,47.026,46.348,44.881,16.09,1
4,402.0,339,0.22175,3683.3,4557.7,9.2532,26.621,42.364,2704.1,74.831,120.4,0.34359,80.157,48.538,2632.1,24.645,51.079,3103.0,24.592,65.697,224.01,340.77,94.679,77.13,32.161,8.7048,26.417,6.925,18.558,1.645,33.028,13.622,24.334,1.3103,18.902,2.2477,4.8869,2.1941,0.021445,0.81642,0.080691,53.593,43.745,63.63,54.144,20.863,61.901,21.835,40.619,33.797,49.031,46.003,44.02,14.175,1
4,402.0,340,0.21671,3693.3,4544.2,9.2814,26.918,42.537,2703.1,75.368,120.41,0.34045,80.083,50.75,2631.5,25.616,49.538,3101.2,23.466,65.593,225.05,340.9,94.528,77.184,32.161,8.7048,26.417,6.925,18.558,1.645,33.028,13.622,24.334,1.3103,18.902,2.2477,4.8869,2.1941,0.021445,0.81642,0.080691,53.593,43.745,63.458,54.306,21.358,60.993,21.993,41.001,40.307,45.466,45.564,45.204,16.849,1
4,402.0,341,0.24305,3678.7,4528.4,9.2863,26.877,42.342,2704.8,75.101,120.41,0.31537,80.201,49.76,2633.8,25.693,48.297,3101.3,23.257,65.575,223.18,340.59,94.632,77.117,32.291,8.7981,26.098,6.8886,18.588,1.6536,32.769,13.956,23.244,1.3238,18.833,2.275,4.8594,2.2903,0.024241,0.83922,0.090053,53.841,43.075,62.545,54.292,23.758,60.892,22.255,37.227,37.394,42.593,45.62,44.672,17.348,1
4,402.0,342,0.24338,3673.3,4564.3,9.3483,26.907,42.28,2702.9,74.594,120.4,0.31204,80.037,50.728,2630.8,24.871,48.696,3100.9,23.73,65.553,223.88,340.73,94.635,76.913,32.291,8.7981,26.098,6.8886,18.588,1.6536,32.769,13.956,23.244,1.3238,18.833,2.275,4.8594,2.2903,0.024241,0.83922,0.090053,53.841,43.075,62.639,53.862,23.726,58.592,21.807,37.633,40.242,43.516,45.314,44.995,16.251,1
4,402.0,343,0.22911,3663.8,4554.1,9.2654,26.85,42.199,2701.6,75.843,120.39,0.34919,79.978,51.962,2630.7,22.927,49.739,3099.2,23.003,65.458,223.06,340.85,94.678,77.285,32.247,8.861,26.354,6.9061,19.109,1.6385,33.087,13.86,23.816,1.2467,18.772,2.2418,4.7819,2.2327,0.024241,0.83922,0.090053,53.841,43.075,63.099,53.944,22.575,61.922,21.726,42.008,43.873,45.931,45.151,45.021,17.972,1
4,402.0,344,0.23137,3653.1,4545.5,9.277,26.847,42.312,2703.2,75.33,120.38,0.35487,80.221,51.706,2631.8,24.848,50.249,3101.3,22.843,65.437,220.81,340.35,94.626,77.43,32.247,8.861,26.354,6.9061,19.109,1.6385,33.087,13.86,23.816,1.2467,18.772,2.2418,4.7819,2.2327,0.024241,0.83922,0.090053,53.841,43.075,63.282,54.047,22.352,60.972,21.897,41.316,43.119,47.111,45.114,44.814,18.332,1
4,402.0,345,0.23238,3657.3,4475.3,9.4334,26.692,42.268,2704.2,74.98,120.41,0.33882,80.275,48.194,2632.2,24.986,52.667,3101.0,22.219,65.433,220.23,340.84,94.69,77.124,31.672,8.82,26.046,6.8371,18.491,1.6258,32.554,13.785,23.89,1.3878,18.659,2.3062,4.7215,2.3502,0.024241,0.83922,0.090053,53.841,43.075,63.043,53.598,22.926,60.271,21.977,40.814,32.785,52.707,44.926,45.326,19.834,1
4,402.0,346,0.23277,3655.7,4485.1,9.3234,27.207,42.241,2700.4,74.595,120.39,0.33968,80.08,49.483,2629.7,23.359,50.404,3099.5,23.412,65.419,221.59,340.17,94.597,77.176,31.672,8.82,26.046,6.8371,18.491,1.6258,32.554,13.785,23.89,1.3878,18.659,2.3062,4.7215,2.3502,0.033601,0.82506,0.094467,53.757,43.004,63.069,53.481,22.888,61.086,22.236,40.709,36.578,47.469,45.136,44.056,17.007,1
4,402.0,347,0.29025,3671.1,4576.5,9.2773,26.801,42.43,2704.2,75.331,120.4,0.3341,80.249,49.729,2632.8,25.812,50.258,3102.5,23.637,65.401,223.96,340.59,94.633,77.383,31.721,8.941,26.187,6.8815,18.619,1.6313,33.252,13.824,24.043,1.2633,19.097,2.2831,4.8756,2.3314,0.033601,0.82506,0.094467,53.757,43.004,63.419,53.899,28.627,63.186,21.928,39.386,37.302,47.132,44.936,44.532,16.456,1
4,402.0,348,0.29035,3696.8,4597.9,9.4705,27.163,42.306,2704.2,74.209,120.42,0.33086,80.153,50.636,2632.8,27.27,51.833,3104.0,22.424,65.42,221.08,340.01,94.504,77.13,31.721,8.941,26.187,6.8815,18.619,1.6313,33.252,13.824,24.043,1.2633,19.097,2.2831,4.8756,2.3314,0.033601,0.82506,0.094467,53.757,43.004,62.978,53.644,28.618,60.387,22.089,39.782,39.971,50.775,45.202,45.378,19.354,1
4,402.0,349,0.2913,3682.8,4517.4,9.44,26.912,42.287,2704.4,74.562,120.39,0.33762,80.017,49.993,2632.7,24.65,50.274,3102.3,22.802,65.387,222.15,340.44,94.566,77.398,32.28,8.7815,26.52,6.8228,19.222,1.6495,32.636,13.833,24.126,1.2636,18.871,2.263,4.7623,2.3038,0.033601,0.82506,0.094467,53.757,43.004,62.85,54.33,28.6,62.314,22.002,39.975,38.08,47.168,45.119,44.99,18.463,1
4,402.0,350,0.29038,3677.2,4557.4,9.2969,27.117,42.102,2706.1,75.661,120.41,0.33515,80.174,49.105,2634.7,24.226,49.666,3103.8,23.037,65.376,220.63,340.95,94.54,77.249,32.28,8.7815,26.52,6.8228,19.222,1.6495,32.636,13.833,24.126,1.2636,18.871,2.263,4.7623,2.3038,0.033601,0.82506,0.094467,53.757,43.004,62.948,53.851,28.691,61.181,22.16,40.278,35.466,45.761,45.266,45.135,17.907,1
4,402.0,351,0.23796,3650.1,4455.7,9.2912,26.802,42.433,2705.7,75.522,120.38,0.33727,80.277,50.431,2634.1,24.176,49.427,3102.3,22.296,65.406,220.05,340.87,94.531,77.409,32.33,8.8865,26.713,7.0281,18.911,1.6805,32.558,13.77,24.193,1.2145,18.425,2.2653,4.8281,2.3433,0.01695,0.84754,0.0745,53.554,44.093,63.957,53.564,23.605,58.78,22.414,40.268,39.368,45.208,44.959,44.707,19.641,1
4,402.0,352,0.24089,3688.1,4447.4,9.4113,27.284,42.388,2702.6,74.553,120.4,0.33572,80.134,50.382,2631.7,25.48,50.464,3100.4,23.715,65.384,221.47,340.69,94.471,77.33,32.33,8.8865,26.713,7.0281,18.911,1.6805,32.558,13.77,24.193,1.2145,18.425,2.2653,4.8281,2.3433,0.01695,0.84754,0.0745,53.554,44.093,63.302,53.663,23.316,60.108,22.333,40.456,39.225,47.609,44.682,45.19,16.287,1
4,402.0,353,0.23153,3646.2,4484.8,9.3885,27.116,42.655,2701.4,74.818,120.38,0.33504,80.152,49.523,2629.6,26.201,50.695,3099.1,22.176,65.402,218.26,340.87,94.717,77.381,32.419,8.9336,26.648,7.0227,19.123,1.6557,32.586,13.939,23.942,1.1173,18.397,2.2901,4.8711,2.2445,0.01695,0.84754,0.0745,53.554,44.093,62.182,53.93,23.044,63.93,22.064,38.833,36.696,48.142,44.818,43.859,19.932,1
4,402.0,354,0.23021,3635.3,4559.4,9.45,26.867,42.362,2701.2,74.892,120.39,0.33118,80.113,51.319,2629.1,25.341,51.441,3099.6,22.799,65.379,216.66,340.46,94.727,77.245,32.419,8.9336,26.648,7.0227,19.123,1.6557,32.586,13.939,23.942,1.1173,18.397,2.2901,4.8711,2.2445,0.01695,0.84754,0.0745,53.554,44.093,62.369,53.037,23.174,60.683,22.131,39.304,41.982,49.868,44.812,44.387,18.468,1
4,402.0,355,0.22092,3636.2,4502.1,9.344,27.241,42.349,2702.0,75.184,120.39,0.34826,80.198,50.823,2630.8,24.818,48.99,3098.2,22.445,65.355,219.22,340.9,94.827,77.636,32.452,9.0218,26.166,6.7498,18.989,1.6732,32.903,13.789,23.609,1.2593,18.323,2.2998,4.8401,2.3898,0.01695,0.84754,0.0745,53.554,44.093,62.266,53.161,22.018,59.102,22.467,41.77,40.521,44.196,44.436,44.146,19.276,1
4,402.0,356,0.22198,3665.0,4504.6,9.49,26.582,42.168,2702.3,75.288,120.39,0.34972,80.208,50.546,2630.8,24.3,47.974,3098.9,22.877,65.355,217.33,340.78,94.72,77.256,32.452,9.0218,26.166,6.7498,18.989,1.6732,32.903,13.789,23.609,1.2593,18.323,2.2998,4.8401,2.3898,-0.0027721,0.85603,0.10264,53.484,44.301,61.771,53.131,21.914,58.58,22.143,41.592,39.707,41.844,45.032,44.93,18.282,1
4,402.0,357,0.21859,3703.6,4475.0,9.3929,27.256,42.073,2703.4,75.242,120.4,0.32936,80.246,50.327,2632.2,23.937,49.615,3100.2,22.512,65.366,221.68,340.54,94.71,77.321,32.167,9.0787,26.484,6.8576,18.254,1.6973,32.855,13.893,23.958,1.4494,18.363,2.2391,4.9264,2.3137,-0.0027721,0.85603,0.10264,53.484,44.301,63.495,53.768,21.103,62.125,22.255,40.126,39.062,45.643,44.747,44.843,19.133,1
4,402.0,358,0.21861,3676.4,4468.8,9.3647,26.704,42.58,2700.7,74.823,120.41,0.33411,80.071,49.998,2628.9,26.394,50.023,3099.7,23.084,65.377,220.07,340.49,94.569,77.108,32.167,9.0787,26.484,6.8576,18.254,1.6973,32.855,13.893,23.958,1.4494,18.363,2.2391,4.9264,2.3137,-0.0027721,0.85603,0.10264,53.484,44.301,63.963,53.842,21.102,61.85,21.797,39.548,38.095,46.587,44.993,44.928,17.802,1
4,402.0,359,0.24338,3691.7,4546.3,9.3489,26.967,42.085,2702.0,74.976,120.37,0.34683,80.177,50.612,2630.8,26.357,49.932,3101.3,23.182,65.376,222.98,340.41,94.491,76.957,32.181,8.8422,26.499,6.9133,19.075,1.6542,32.895,13.789,23.835,1.4138,18.687,2.2627,4.8697,2.3213,-0.0027721,0.85603,0.10264,53.484,44.301,62.828,54.744,23.845,61.11,21.999,40.803,39.901,46.376,44.836,44.322,17.578,1
4,402.0,360,0.24345,3658.6,4578.7,9.2542,26.897,42.622,2701.4,74.479,120.42,0.34211,80.133,49.079,2630.9,26.19,50.326,3099.7,21.976,65.368,219.58,340.33,94.671,77.331,32.181,8.8422,26.499,6.9133,19.075,1.6542,32.895,13.789,23.835,1.4138,18.687,2.2627,4.8697,2.3213,-0.0027721,0.85603,0.10264,53.484,44.301,63.398,54.356,23.838,64.258,22.042,41.378,35.388,47.288,45.241,45.224,20.428,1
4,402.0,361,0.23985,3659.0,4480.4,9.2684,26.813,42.424,2702.4,74.587,120.4,0.33172,80.222,51.762,2630.4,25.076,52.146,3100.4,22.357,65.383,221.23,340.37,94.578,77.464,32.293,8.9576,26.563,6.8972,18.918,1.6299,33.311,13.764,24.837,1.2166,18.432,2.2454,4.7693,2.2729,0.027974,0.85413,0.094851,53.792,44.027,62.9,53.536,23.955,60.527,21.963,39.895,43.285,51.501,45.442,45.099,19.512,1
4,402.0,362,0.24314,3648.3,4426.7,9.2777,26.838,42.311,2703.7,74.726,120.4,0.33269,80.353,50.435,2632.7,24.494,51.769,3100.4,23.123,65.433,222.9,340.6,94.706,77.488,32.293,8.9576,26.563,6.8972,18.918,1.6299,33.311,13.764,24.837,1.2166,18.432,2.2454,4.7693,2.2729,0.027974,0.85413,0.094851,53.792,44.027,63.084,54.179,23.631,61.263,22.065,39.777,39.379,50.629,45.499,44.108,17.672,1
4,402.0,363,0.23121,3648.7,4467.0,9.4156,26.872,42.258,2704.3,75.081,120.4,0.33147,80.446,49.041,2632.4,24.542,50.759,3101.7,23.356,65.531,222.63,340.4,94.563,77.638,31.621,9.0498,26.161,6.8599,19.014,1.6622,32.62,13.867,23.799,1.2067,18.888,2.3045,4.9578,2.2983,0.027974,0.85413,0.094851,53.792,44.027,63.196,54.046,22.562,59.989,21.973,39.178,35.279,48.291,45.723,44.525,17.095,1
4,402.0,364,0.23142,3668.5,4478.1,9.4259,26.888,42.57,2701.8,74.689,120.38,0.32439,80.195,49.773,2630.3,25.764,50.905,3101.6,23.037,65.552,223.96,339.95,94.578,76.939,31.621,9.0498,26.161,6.8599,19.014,1.6622,32.62,13.867,23.799,1.2067,18.888,2.3045,4.9578,2.2983,0.027974,0.85413,0.094851,53.792,44.027,62.855,53.912,22.542,61.552,21.402,40.041,37.432,48.629,45.807,44.734,17.907,1
4,402.0,365,0.2997,3669.4,4539.7,9.3247,27.1,42.157,2702.0,74.76,120.39,0.34375,80.004,49.457,2630.3,25.755,51.669,3101.7,23.498,65.488,223.13,340.36,94.671,77.101,32.222,8.9577,26.201,6.8909,18.818,1.6449,33.308,13.761,24.062,1.2666,19.049,2.2672,4.8407,2.3619,0.027974,0.85413,0.094851,53.792,44.027,63.17,52.907,29.088,61.48,21.795,40.438,36.501,50.397,46.088,44.203,16.822,1
4,402.0,366,0.29704,3671.7,4478.2,9.429,27.196,42.317,2703.1,74.894,120.41,0.3382,80.018,51.162,2631.7,24.126,49.27,3102.1,21.902,65.445,225.42,340.34,94.566,77.266,32.222,8.9577,26.201,6.8909,18.818,1.6449,33.308,13.761,24.062,1.2666,19.049,2.2672,4.8407,2.3619,0.023948,0.85662,0.098974,54.101,44.113,63.13,53.643,29.35,61.108,22.052,41.115,41.52,44.844,46.076,44.857,20.609,1
4,402.0,367,0.24357,3640.2,4493.3,9.4304,26.661,42.522,2702.9,75.589,120.4,0.33158,79.831,50.809,2630.9,25.413,49.055,3101.0,22.766,65.412,226.25,341.33,94.687,76.892,31.812,8.7944,26.522,6.7429,18.954,1.6678,32.354,13.81,23.853,1.2037,18.278,2.2913,4.9136,2.3168,0.023948,0.85662,0.098974,54.101,44.113,63.407,53.921,23.717,60.278,21.638,39.082,40.482,44.346,46.206,44.638,18.612,1
4,402.0,368,0.24125,3689.1,4554.2,9.3818,26.811,42.625,2705.1,74.948,120.41,0.32859,80.002,50.51,2633.8,27.607,50.788,3103.1,22.158,65.374,226.93,341.42,94.642,77.557,31.812,8.7944,26.522,6.7429,18.954,1.6678,32.354,13.81,23.853,1.2037,18.278,2.2913,4.9136,2.3168,0.023948,0.85662,0.098974,54.101,44.113,62.565,53.192,23.946,65.034,22.206,39.446,39.6,48.358,46.35,44.859,20.015,1
4,402.0,369,0.28396,3701.4,4524.6,9.3783,27.034,42.57,2710.3,74.766,120.43,0.33626,80.341,50.662,2638.3,24.534,49.786,3108.0,23.761,65.483,227.05,341.1,94.435,77.871,31.909,8.7451,26.587,6.7791,18.426,1.6233,32.566,13.767,24.304,1.2038,18.294,2.2728,4.8259,2.1605,0.023948,0.85662,0.098974,54.101,44.113,63.714,53.193,27.897,61.01,22.141,39.764,40.049,46.038,46.536,45.672,16.157,1
4,402.0,370,0.28697,3720.0,4505.1,9.3672,26.827,42.201,2710.9,74.862,120.44,0.3363,80.456,50.55,2640.8,24.667,51.011,3110.4,22.689,65.592,226.5,341.19,94.258,77.751,31.909,8.7451,26.587,6.7791,18.426,1.6233,32.566,13.767,24.304,1.2038,18.294,2.2728,4.8259,2.1605,0.023948,0.85662,0.098974,54.101,44.113,63.393,53.427,27.601,61.794,22.156,39.759,39.719,48.873,46.776,45.531,18.685,1
4,402.0,371,0.27919,3693.9,4542.1,9.3525,27.125,42.356,2711.1,75.515,120.4,0.33022,80.458,50.18,2640.3,23.943,49.743,3111.0,23.021,65.673,227.32,341.18,94.354,77.569,31.727,8.7538,26.87,6.8942,19.397,1.6419,32.729,13.823,24.465,1.2291,18.712,2.2903,4.7586,2.2142,0.017293,0.82228,0.098035,54.118,43.334,63.639,54.294,27.189,61.398,21.92,39.3,38.631,45.939,46.989,45.828,17.885,1
4,402.0,372,0.2783,3700.0,4501.4,9.3979,26.979,42.646,2709.8,75.03,120.44,0.33296,80.272,49.146,2638.4,24.839,49.493,3109.1,22.73,65.753,228.24,341.4,94.34,77.38,31.727,8.7538,26.87,6.8942,19.397,1.6419,32.729,13.823,24.465,1.2291,18.712,2.2903,4.7586,2.2142,0.017293,0.82228,0.098035,54.118,43.334,63.535,54.781,27.277,62.156,21.984,38.966,35.588,45.362,47.136,45.972,18.586,1
4,402.0,373,0.30032,3639.6,4411.1,9.3643,27.053,42.347,2707.6,74.861,120.4,0.33761,80.108,48.736,2636.5,24.782,49.645,3105.6,22.487,65.718,228.7,341.8,94.436,77.602,31.667,8.9926,26.192,6.9718,19.301,1.6484,32.576,13.799,23.977,1.2695,18.379,2.2704,4.8345,2.2521,0.017293,0.82228,0.098035,54.118,43.334,63.606,53.456,29.341,60.665,22.296,39.84,34.379,45.712,47.328,44.333,19.152,1
4,402.0,374,0.29917,3707.0,4450.1,9.3296,26.669,42.339,2706.0,75.115,120.37,0.33611,79.862,50.082,2634.6,27.137,49.361,3103.0,22.685,65.694,230.15,342.02,94.574,77.059,31.667,8.9926,26.192,6.9718,19.301,1.6484,32.576,13.799,23.977,1.2695,18.379,2.2704,4.8345,2.2521,0.017293,0.82228,0.098035,54.118,43.334,62.447,52.989,29.454,61.453,21.933,40.023,38.342,45.056,47.434,45.02,18.738,1
4,402.0,375,0.31069,3651.8,4446.0,9.3707,26.956,42.149,2706.2,73.933,120.38,0.33544,79.829,50.118,2635.2,24.713,48.247,3103.0,23.306,65.629,230.02,342.15,94.678,77.23,32.075,9.1227,26.632,6.823,18.852,1.6835,32.81,13.75,24.041,1.2961,19.102,2.2435,4.8709,2.2896,0.017293,0.82228,0.098035,54.118,43.334,62.669,53.179,30.461,63.465,22.349,39.45,38.449,42.477,47.683,45.0,17.273,1
4,402.0,376,0.31163,3657.6,4423.7,9.4029,26.807,42.419,2708.5,75.143,120.41,0.33392,79.945,51.166,2637.5,24.679,50.013,3103.3,22.894,65.625,228.79,342.9,94.597,77.42,32.075,9.1227,26.632,6.823,18.852,1.6835,32.81,13.75,24.041,1.2961,19.102,2.2435,4.8709,2.2896,0.011066,0.85776,0.10757,53.324,43.872,62.568,53.446,30.368,60.864,22.633,39.636,41.53,46.563,47.157,45.361,18.237,1
4,402.0,377,0.27518,3710.4,4465.4,9.4638,27.066,42.77,2709.3,74.313,120.39,0.32756,79.944,48.854,2638.8,26.714,49.461,3104.8,23.087,65.612,229.01,343.15,94.554,77.423,31.978,9.0404,26.773,6.9838,18.74,1.6489,33.159,13.924,24.017,1.2301,18.593,2.2582,4.8525,2.3134,0.011066,0.85776,0.10757,53.324,43.872,62.95,53.998,26.83,61.358,22.749,39.034,34.729,45.286,46.995,44.775,17.776,1
4,402.0,378,0.27456,3691.4,4509.0,9.4689,27.193,42.465,2711.9,74.892,120.39,0.3304,80.166,51.366,2642.0,25.174,48.858,3107.5,23.447,65.641,228.55,343.73,94.403,77.643,31.978,9.0404,26.773,6.9838,18.74,1.6489,33.159,13.924,24.017,1.2301,18.593,2.2582,4.8525,2.3134,0.011066,0.85776,0.10757,53.324,43.872,63.277,53.476,26.89,60.302,22.907,38.687,42.12,43.89,46.891,45.97,16.892,1
4,402.0,379,0.28415,3614.0,4528.2,9.2692,27.085,42.1,2712.1,74.807,120.41,0.34929,80.213,49.236,2642.0,24.067,50.031,3107.8,22.871,65.688,229.24,343.1,94.529,77.535,32.344,8.884,26.583,6.8344,18.81,1.6536,32.983,13.883,23.854,1.2809,18.316,2.267,4.8451,2.2975,0.011066,0.85776,0.10757,53.324,43.872,63.179,53.517,28.138,61.282,22.859,41.052,35.851,46.605,46.681,44.818,18.244,1
4,402.0,380,0.28565,3648.8,4499.8,9.2785,26.992,42.373,2712.8,74.667,120.39,0.34986,80.162,49.889,2642.1,26.344,48.901,3106.9,23.046,65.701,226.58,343.78,94.543,77.227,32.344,8.884,26.583,6.8344,18.81,1.6536,32.983,13.883,23.854,1.2809,18.316,2.267,4.8451,2.2975,0.011066,0.85776,0.10757,53.324,43.872,62.58,53.856,27.991,59.928,22.885,40.984,37.774,43.992,46.77,44.529,17.845,1
4,402.0,381,0.24957,3718.0,4448.6,9.3719,26.978,42.304,2710.3,74.696,120.4,0.34975,79.935,49.75,2639.9,24.584,49.998,3105.7,22.224,65.698,230.41,343.71,94.567,77.1,32.746,8.7525,26.198,6.6916,18.991,1.6502,33.636,13.634,23.726,1.1749,18.567,2.2227,4.8511,2.3472,0.028001,0.84447,0.089506,53.865,43.408,62.673,54.296,24.619,59.359,22.758,40.016,37.365,46.529,47.2,45.161,19.814,1
